"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"고졸","01.식료품 · 비주류음료","근로자가구","원","234412.087","227740.315","259808.016","248861.186","238532.761","230202.794","267872.387","259499.515","252935.055","241253.833","288382.881","267641.777","261828.034","244306.38","289342.887","278477.845","269300.437","250657.922","263592.21","293918.801","263053.331","249421.856","292998.049","282224.863","284807.521","270299.808","313142.988","302257.7","280545.957","276948.295","297723.581","295220.854","284004.685","279797.451","327632.041","313486.234","308372.701","306882.931","350703.391","330807.463","338137.325","325605.114","381093.749","335204.357","331109.505","323987.282","371898.865","347503.973","346301.698","335350.809","367473.835","356830.212","359133.485","344381.695","386063.99","341481.892","347792.129","329145.317","360799.999","349090.63","","","","","","","","","","","","",
"고졸","01.식료품 · 비주류음료","근로자외가구","원","253793.853","244409.951","287537.01","272700.812","251455.762","245419.858","281130.975","271462.834","258162.851","253880.868","304759.429","278253.279","271948.882","257638.418","298660.863","293581.611","280123.246","262891.157","283771.649","318649.184","283390.14","253804.059","305132.089","297726.992","287194.369","272543.864","334363.076","321996.288","281001.348","277677.421","305223.379","315693.95","291556.573","297710.666","349526.141","344598.916","319928.46","319565.287","377598.736","357489.81","335900.7","316888.975","372904.858","344115.973","324282.142","320998.312","356318.902","350307.062","328948.84","315909.935","359534.589","346846.477","341660.767","334596.842","369144.781","335188.158","339752.824","324096.285","364503.621","344128.432","","","","","","","","","","","","",
"고졸","02.주류 · 담배","전체가구","원","23282.729","24038.173","24685.257","21312.517","22050.623","23413.433","27307.016","25822.868","27425.349","26786.934","29519.271","27042.522","28992.96","28734.683","32353.197","29381.143","31486.643","31495.838","32258.894","33861.342","31523.396","30067.995","32832.049","29399.481","30186.487","29484.309","32408.673","29883.748","28120.277","29066.277","29640.308","29398.209","29666.774","30271.893","33224.431","29010.031","28584.963","29543.069","33589.564","31238.731","31197.033","30648.743","32694.757","30125.885","29691.318","30876.025","34274.023","31015.166","30822.701","30515.798","34428.773","32008.801","34328.065","38756.016","44283.867","42054.276","42130.362","41027.798","42087.293","38361.914","","","","","","","","","","","","",
"고졸","02.주류 · 담배","근로자가구","원","23161.353","24644.589","25032.739","21136.16","21955.892","23422.725","27543.576","26886.461","27745.662","27470.159","30018.727","27430.311","29249.426","29677.235","33075.36","29641.768","31990.204","30974.239","32807.256","33836.164","31741.207","31241.071","33390.41","30079.656","31307.141","29731.11","32282.701","30867.703","28919.483","30663.579","31155.457","30580.473","31831.167","32556.343","33735.482","30359.652","29979.928","30995.336","34278.925","32481.231","31279.73","30244.028","33336.685","31045.28","30128.387","31042.581","34933.511","32688.032","32170.763","32661.936","37276.76","34416.695","35718.549","39015.32","44750.139","42566.35","42381.195","41946.401","42568.847","39236.349","","","","","","","","","","","","",
"고졸","02.주류 · 담배","근로자외가구","원","23430.585","23299.386","24286.596","21516.974","22170.472","23400.793","26994.617","24332.055","26991.866","25799.005","28830.654","26513.471","28653.293","27433.598","31361.597","29042.79","30833.845","32203.849","31512.744","33895.267","31249.002","28530.204","32083.008","28494.142","28764.718","29155.669","32577.536","28542.95","27053.77","26978.27","27671.205","27822.389","26986.116","27309.396","32560.595","27309.413","26897.991","27671.741","32671.578","29479.014","31080.223","31234.064","31753.447","28799.348","29075.988","30633.734","33335.137","28577.32","28913.391","27358.003","30222.717","28397.867","32290.605","38351.701","43551.769","41220.683","41752.095","39601.507","41365.8","37067.343","","","","","","","","","","","","",
"고졸","03.의류 · 신발","전체가구","원","105945.957","106574.697","93001.769","118902.445","112054.194","110734.085","94272.046","122245.201","115304.148","114004.417","89875.62","125224.426","114819.391","116669.024","96916.814","133615.039","126289.456","122358.167","94621.639","139992.302","127924.354","125673.844","105875.942","142649.979","129814.024","127909.956","103371.34","137829.659","116588.394","123267.076","96878.764","151847.564","129787.122","140016.16","113625.379","175081.764","143152.834","152383.674","126701.01","183516.646","148516.945","163386.234","125191.908","198099.179","156273.933","160409.575","128382.447","197776.089","154395.28","163577.582","132180.144","196447.583","156637.398","171641.208","130024.328","183229.319","146069.163","158223.435","130594.827","175969.281","","","","","","","","","","","","",
"고졸","03.의류 · 신발","근로자가구","원","103065.619","103473.658","90512.578","118204.259","112556.381","107150.7","91779.657","121982.449","112666.647","109243.841","89737.322","125264.787","116928.376","117121.224","98264.36","131157.318","127945.151","120277.428","93634.93","140950.285","126917.33","122769.757","106811.834","145357.793","130895.699","130170.186","103851.967","136105.242","118005.335","124819.966","96978.105","152404.347","131504.345","136561.086","109944.529","168487.12","146162.402","153780.745","129706.423","190930.014","153931.466","170939.81","132683.971","206205.337","162393.896","172074","134244.549","215800.484","160390.305","172634.448","136493.473","202638.718","166612.448","172496.459","137467.813","187036.324","152481.208","160713.282","133538.168","183053.083","","","","","","","","","","","","",
"고졸","03.의류 · 신발","근로자외가구","원","109454.689","110352.641","95857.588","119711.872","111418.852","115608.406","97563.467","122613.493","118873.52","120888.11","90066.297","125169.362","112026.234","116044.813","95066.502","136805.736","124143.078","125182.531","95964.241","138701.568","129192.99","129480.828","104620.442","139045.768","128441.708","124900.225","102727.065","140179.456","114697.544","121237.126","96749.659","151105.436","127660.296","144496.734","118406.665","183391.48","139513.276","150583.468","122698.855","173017.312","140868.829","152461.813","114205.7","186403.329","147657.906","143441.218","120036.805","171509.367","145904.301","150251.453","125809.994","187163.213","142021.067","170307.674","118337.238","177031.989","136399.558","154357.514","126184.935","165481.965","","","","","","","","","","","","",
"고졸","04.주거 · 수도 · 광열","전체가구","원","188572.084","160085.154","142659.098","174737.889","194885.327","165558.911","138656.33","165917.044","207872.247","176283.833","148032.443","168391.793","221347.109","178811.984","157564.836","177552.129","235202.098","197117.151","174673.51","189406.814","230402.998","190018.973","170514.966","199090.699","253199.982","204600.945","172585.598","197047.832","256626.136","206401.625","172168.126","202634.061","282624.807","221733.953","184007.278","216442.033","289684.891","245153.949","200087.63","219291.776","309616.204","241650.933","207237.591","254812.931","322619.598","257955.362","226361.517","247380.41","315284.741","266923.95","219461.684","250953.601","325066.665","270306.62","230441.255","250990.7","317725.452","281862.367","245283.39","239369.441","","","","","","","","","","","","",
"고졸","04.주거 · 수도 · 광열","근로자가구","원","190638.738","163627.957","138834.377","168091.077","185363.156","159796.077","138594.434","164144.083","203699.129","175949.796","147913.348","164584.99","214924.354","172549.011","159921.083","170547.887","230261.29","202362.439","176733.392","185975.976","224202.41","185460.927","172756.152","200510.986","244100.589","205235.092","175983.337","206208.551","259891.233","204275.341","171281.724","204317.028","277888.986","219880.226","180234.937","214530.633","286127.938","243963.549","192425.234","218174.666","310855.023","243954.06","207753.359","247322.276","315721.511","258687.469","230685.804","241776.673","308192.304","274288.797","221112.18","251228.418","324041.592","255580.343","224412.479","251909.313","317642.151","259151.158","239076.531","236348.826","","","","","","","","","","","","",
"고졸","04.주거 · 수도 · 광열","근로자외가구","원","186054.554","155769.016","147047.156","182443.717","206932.302","173397.839","138738.069","168402.163","213519.793","176766.842","148196.644","173585.322","229853.457","187457.297","154329.481","186645.275","241607.167","189997.277","171870.655","194029.343","238214.424","195994.14","167508.416","197200.239","264744.345","203756.513","168030.979","184564.867","252268.999","209181.119","173320.103","200390.863","288490.242","224137.885","188907.408","218850.532","293986.416","246687.848","210291.252","220873.905","307866.348","238320.018","206481.281","265620.712","332331.113","256890.36","220205.201","255546.664","325330.028","256087.431","217024.144","250541.479","326568.694","293268.271","239907.095","249495.311","317851.072","317125.488","254582.879","243841.355","","","","","","","","","","","","",
"고졸","05.가정용품 · 가사서비스","전체가구","원","50636.284","61266.132","66144.267","55090.683","46476.958","52396.841","52396.518","63005.143","52166.278","58847.795","56909.796","70017.982","56878.555","67681.754","60641.445","67941.61","61805.121","64352.817","63962.057","78063.906","71168.178","68816.031","75557.359","79768.484","58156.561","69366.393","64089.661","68047.88","52902.569","61360.664","72956.466","86632.283","73968.254","74242.313","82025.261","97036.599","72575.145","80045.405","81154.583","88753.562","79853.425","91050.46","94429.314","87634.192","70534.163","89804.562","94246.351","82492.787","79289.903","97731.251","87828.509","96451.493","88386.535","92984.108","94191.739","102300.616","81900.146","92630.047","110524.851","97828.388","","","","","","","","","","","","",
"고졸","05.가정용품 · 가사서비스","근로자가구","원","55514.943","67833.44","62328.983","53852.243","44327.595","49449.817","56277.605","63200.93","49187.663","51659.2","57944.678","71802.312","57046.225","64644.445","63261.068","63908.526","62018.323","66012.076","66626.954","83988.913","68501.115","68422.605","76762.968","78939.953","55305.464","62194.245","63312.556","68647.882","51089.421","66309.574","71555.852","89431.981","78483.18","64101.118","79818.922","90655.886","75906.124","86842.441","85343.85","86751.115","85661.039","102563.771","95923.486","90705.455","72556.888","95456.319","103653.343","84163.077","81470.016","116650.813","99238.79","102554.49","102081.255","92072.231","96760.868","87766.299","88234.896","90390.967","97498.396","106277.694","","","","","","","","","","","","",
"고졸","05.가정용품 · 가사서비스","근로자외가구","원","44693.262","53265.289","70521.498","56526.44","49196.225","56405.547","47271.201","62730.712","56197.286","69242.353","55482.969","67583.663","56656.491","71874.41","57044.449","73177.497","61528.735","62100.563","60335.966","70080.864","74528.111","69331.774","73940.035","80871.293","61773.737","78916.85","65131.36","67230.281","55322.141","54891.409","74776.719","82900.613","68376.401","87393.511","84891.212","105076.747","68546.897","71287.034","75575.949","91589.568","71650.059","74399.241","92238.291","83202.866","67686.457","81582.895","80853.99","80058.695","76202.126","69893.311","70977.211","87299.298","68319.813","94405.936","90157.926","125960.674","72347.104","96106.611","130041.868","85319.492","","","","","","","","","","","","",
"고졸","06.보건","전체가구","원","86517.575","94771.144","85500.232","79463.274","96719.115","95818.532","95969.827","92170.572","97344.15","102311.028","90575.356","93058.451","111741.402","101857.912","103100.59","109055.227","116383.449","105768.796","108935.881","112264.368","120556.507","121068.436","128074.482","116388.005","129390.298","111769.368","129733.719","129048.847","123909.423","130735.36","135071.912","143764.745","128227.891","149852.239","148168.051","142812.223","157069.668","141683.716","143832.645","150159.773","169867.939","147260.291","146439.894","141966.802","161580.998","151301.428","150981.664","150900.964","161611.13","165848.125","161272.342","163128.518","177220.404","176985.64","164886.008","159710.775","176638.225","171507.818","154099.976","192385.702","","","","","","","","","","","","",
"고졸","06.보건","근로자가구","원","83820.325","97067.031","83100.686","81801.934","102774.125","95514.583","97243.261","89256.928","94403.129","103327.925","84131.002","94427.758","111399.781","99376.103","104674.235","107698.378","121462.351","98453.588","104051.408","107613.658","113801.111","107294.857","118465.365","108373.129","121893.515","105269.724","126314.165","127171.241","122674.013","117721.569","136760.78","134129.413","127218.591","138442.29","140574.076","138178.389","155090.822","135417.903","143580.353","163436.04","169541.161","146153.894","142516.302","141857.301","161654.471","139009.454","146187.036","149975.152","157996.115","164788.808","169362.467","159611.231","179763.262","170870.569","152330.458","140686.406","167883.203","181496.386","150698.5","176714.492","","","","","","","","","","","","",
"고졸","06.보건","근로자외가구","원","89803.275","91974.104","88253.204","76752.002","89058.618","96231.981","94288.145","96254.558","101324.28","100840.617","99460.397","91190.339","112193.848","105283.764","100939.823","110816.733","109799.36","115698.348","115582.121","118530.489","129066.874","139124.294","140965.11","127056.129","138901.437","120424.316","134317.58","131607.39","125558.027","147747.094","132877.04","156607.518","129477.935","164648.772","158032.342","148651.179","159462.745","149757.575","144168.609","131356.991","170329.52","148860.425","152193.368","142124.793","161477.558","169182.685","157807.587","152250.138","166731.212","167406.788","149324.422","168403.125","173494.383","186520.442","184599.598","190680.081","189841.128","155998.82","159196.272","215586.371","","","","","","","","","","","","",
