"가구주교육정도별","가계수지항목별","항목","단위","2002. 1/4","2002. 2/4","2002. 3/4","2002. 4/4","2003. 1/4","2003. 2/4","2003. 3/4","2003. 4/4","2004. 1/4","2004. 2/4","2004. 3/4","2004. 4/4","2005. 1/4","2005. 2/4","2005. 3/4","2005. 4/4","2006. 1/4","2006. 2/4","2006. 3/4","2006. 4/4","2007. 1/4","2007. 2/4","2007. 3/4","2007. 4/4","2008. 1/4","2008. 2/4","2008. 3/4","2008. 4/4","2009. 1/4","2009. 2/4","2009. 3/4","2009. 4/4","2010. 1/4","2010. 2/4","2010. 3/4","2010. 4/4","2011. 1/4","2011. 2/4","2011. 3/4","2011. 4/4","2012. 1/4","2012. 2/4","2012. 3/4","2012. 4/4","2013. 1/4","2013. 2/4","2013. 3/4","2013. 4/4","2014. 1/4","2014. 2/4","2014. 3/4","2014. 4/4","2015. 1/4","2015. 2/4","2015. 3/4","2015. 4/4","2016. 1/4","2016. 2/4","2016. 3/4","2016. 4/4","2017. 1/4","2017. 2/4","2017. 3/4","2017. 4/4","2018. 1/4","2018. 2/4","2018. 3/4","2018. 4/4","2019. 1/4","2019. 2/4","2019. 3/4","2019. 4/4",
"고졸","가구주연령","전체가구","세","42.326","42.355","42.704","42.943","42.971","42.971","42.992","43.089","43.356","43.355","43.576","43.862","43.989","44.257","44.498","44.676","44.692","44.831","45.078","45.336","45.556","45.578","45.734","46.027","46.247","46.296","46.565","46.588","47.029","46.99","46.897","46.916","47.18","47.396","47.631","47.694","47.934","48.078","48.453","48.614","48.911","48.99","49.203","49.219","49.46","49.461","49.849","50.081","50.321","49.869","49.793","49.854","50.08","50.279","50.315","50.483","51.011","51.323","51.308","51.425","51.555","51.955","52.169","52.293","52.722","52.737","53.171","53.386","53.591","53.673","53.617","53.795",
"고졸","가구주연령","근로자가구","세","40.079","39.72","40.192","40.117","40.81","40.979","41.128","41.076","41.778","41.625","41.635","41.884","41.912","42.483","42.748","42.673","42.731","42.773","42.946","43.161","43.31","43.36","43.434","43.45","43.827","44.119","44.472","44.201","44.522","44.661","44.866","44.715","44.64","45.07","45.433","45.459","45.543","45.827","46.158","46.469","46.631","46.96","47.323","47.115","47.471","47.365","47.539","47.628","47.424","47.305","47.115","47.104","47.072","47.605","47.838","48.067","48.149","48.79","48.866","48.954","48.806","49.658","49.671","49.709","49.591","50.146","50.568","50.695","50.895","51.266","51.341","51.539",
"고졸","가구주연령","근로자외가구","세","45.064","45.566","45.587","46.219","45.705","45.68","45.453","45.911","45.492","45.855","46.252","46.561","46.741","46.705","46.902","47.277","47.235","47.626","47.979","48.266","48.384","48.484","48.818","49.458","49.318","49.196","49.37","49.84","50.375","50.033","49.536","49.849","50.327","50.412","50.486","50.51","50.826","50.979","51.509","51.652","52.132","51.926","51.96","52.254","52.261","52.509","53.138","53.657","54.425","53.642","53.749","53.978","54.486","54.45","54.204","54.415","55.327","55.254","54.968","55.083","55.674","55.598","55.954","56.103","56.794","56.13","56.527","56.884","57.237","57.01","56.635","56.839",
"고졸","가구분포","전체가구","%","45.562","45.293","44.998","45.91","42.25","42.485","42.594","43.037","42.586","42.965","43.654","43.081","43.755","43.176","42.358","42.902","42.741","42.773","43.244","43.555","42.945","43.135","42.849","42.155","41.226","41.842","42.264","42.066","41.216","40.533","40.753","41.087","41.461","41.193","41.476","41.551","40.83","41","40.398","39.961","39.884","40.405","40.311","40.339","39.798","39.795","39.224","39.11","38.708","38.022","37.704","37.458","37.587","37.531","37.318","37.255","36.431","35.994","35.958","35.818","34.887","34.554","35.044","35.407","36.333","35.773","35.966","35.945","35.53","35.189","35.746","35.953",
"고졸","가구분포","근로자가구","%","44.068","43.594","42.339","43.549","40.223","40.884","41.092","41.953","41.192","42.25","42.898","41.753","42.646","41.858","41.374","40.866","40.849","40.881","41.862","42.141","41.112","41.166","40.939","40.365","38.902","39.784","40.242","40.021","39.388","38.415","38.443","38.575","38.801","38.099","38.225","38.413","37.326","37.842","37.62","37.874","38.042","38.286","38.197","38.068","37.745","37.457","36.167","36.434","36.47","35.42","35.123","34.948","35.313","35.606","35.654","35.867","35.147","34.368","34.146","34.033","33.591","33.214","33.348","33.541","34.675","33.779","33.807","33.929","34.586","33.837","33.775","33.994",
"고졸","가구분포","근로자외가구","%","47.525","47.551","48.492","48.989","45.129","44.874","44.754","44.655","44.629","44.042","44.74","45.035","45.316","45.138","43.787","45.867","45.472","45.64","45.276","45.617","45.5","46.021","45.709","44.8","44.606","44.936","45.317","45.215","43.938","43.683","44.206","44.993","45.308","46.042","46.628","46.319","46.059","45.942","44.804","43.343","42.813","43.921","43.872","44.138","43.1","43.77","44.587","43.797","42.392","42.628","42.294","41.979","41.504","40.985","40.269","39.761","38.556","38.849","39.065","38.832","37.027","36.918","37.973","38.571","38.742","38.771","39.193","38.957","36.891","37.254","38.743","38.985",
"고졸","소득","전체가구","원","2429173.038","2398095.507","2464728.875","2447921.97","2496590.111","2498359.633","2636556.605","2627560.458","2687984.574","2664108.226","2811494.313","2739921.435","2822332.637","2747139.733","2850436.773","2892097.403","2956549.904","2882758.553","2915998.754","3063588.675","3078810.097","2995606.698","3180056.555","3180378.628","3208365.062","3118745.395","3285191.214","3120233.571","3107482.384","3022167.425","3158292.548","3254979.23","3409194.086","3303319.792","3429221.632","3387115.661","3458350.67","3450113.915","3676427.302","3705172.789","3833492.379","3796339.444","3906991.199","3885434.306","3887781.496","3779418.22","3950108.626","3901532.501","3996294.072","3811946.286","3992548.225","4054984.827","4204320.271","4036458.073","4219293.991","4161547.395","4313750.42","4148144.516","4190966.323","4088644.722","4329265.796","4144296.506","4397737.618","4249961.482","4462996.463","4210359.068","4357703.91","4168930.295","4262861.986","4227365.407","4380123.164","4331479.261",
"고졸","소득","근로자가구","원","2541463.985","2511950.528","2564968.147","2571938.094","2622528.369","2541868.665","2766046.622","2756717.79","2800709.865","2732263.801","3010633.762","2922144.37","3041616.95","2854184.883","3030923.393","3032607.244","3170076.71","3066738.623","3111824.668","3243460.385","3289184.361","3149936.212","3403398.368","3422739.458","3446483.826","3303291.731","3550133.188","3321881.59","3320340.087","3234093.83","3391913.451","3423436.278","3634924.858","3385975.449","3574384.383","3487516.825","3645875.184","3594676.056","3851616.148","3838761.53","4026920.913","3959151.678","4165575.635","4143707.9","4159680.583","3959222.737","4253376.751","4164273.566","4290389.829","4012601.269","4220596.314","4262229.623","4512482.309","4158991.005","4454858.73","4337282.054","4603827.717","4316071.534","4369240.471","4302916.92","4629439.343","4291737.563","4690849.215","4464471.033","4899588.903","4409654.101","4649748.065","4436161.594","4583189.461","4445373.828","4712101.224","4570196.149",
"고졸","소득","근로자외가구","원","2292383.929","2259387.822","2349725.528","2304146.738","2337259.299","2439176.214","2465553.634","2446523.616","2535431.653","2565556.698","2536934.237","2491319.052","2531910.71","2599376.22","2602611.195","2709682.73","2679742.165","2633026.793","2649540.919","2821239.014","2813783.105","2793295.329","2880443.557","2857786.56","2906264.745","2873002.868","2930040.373","2845455.459","2823432.532","2745135.497","2854676.298","3030445.67","3129620.749","3196131.137","3240660.631","3260603.142","3231571.89","3263837.328","3443137.267","3515975.025","3560270.806","3560870.942","3527808.245","3512788.036","3504986.689","3517854.797","3518357.817","3518643.292","3579755.18","3516705.756","3655754.907","3744195.721","3752773.846","3845401.058","3849431.505","3875473.248","3876302.935","3887408.463","3923865.283","3771422.34","3879431.73","3910383.887","3953516.981","3933669.715","3895110.912","3949291.113","3981302.933","3821375.969","3829603.955","3925187.68","3939994.887","4009412.339",
"고졸","　경상소득","전체가구","원","2277476.217","2279417.1","2353076.558","2370266.773","2395894.501","2434652.782","2565779.685","2527462.875","2574942.487","2580458.74","2686677.614","2636148.327","2678793.856","2635033.58","2763276.401","2757862.374","2776809.35","2776672.258","2838302.244","2883666.523","2930008.509","2893377.118","3061651.697","3008211.839","3077674.571","2990224.27","3163462.042","3013428.966","2974023.578","2927094.747","3030883.072","3135016.175","3217444.887","3202883.666","3316735.027","3280685.038","3317416.722","3342623.149","3575030.058","3599134.163","3672952.761","3624134.301","3809816.844","3773654.698","3766488.778","3668291.364","3832421.364","3774498.519","3812467.057","3700003.33","3887799.174","3905281.779","4039704.413","3891044.272","4123155.993","4063316.096","4136463.294","4025404.047","4070787.151","3992309.807","4150997.868","4008907.275","4300451.401","4178087.05","4418792.855","4163181.13","4296452.351","4145568.743","4243363.751","4204688.982","4371518.89","4306088.097",
"고졸","　경상소득","근로자가구","원","2369853.23","2378261.174","2479185.95","2501163.308","2508605.057","2476610.777","2694753.275","2654024.981","2685793.418","2666422.31","2857707.925","2803041.429","2878289.022","2768453.018","2946405.599","2937320.256","2959321.728","2944272.185","3039945.921","3089775.679","3151644.113","3056914.41","3298322.922","3241018.919","3320288.168","3172409.267","3429171.133","3220395.117","3182638.632","3105060.033","3220964.49","3283976.682","3484838.266","3290490.574","3471713.035","3409764.072","3511266.636","3494334.514","3775192.719","3707612.562","3890479.608","3811724.64","4071438.29","4062286.971","4039827.128","3863657.312","4165736.495","4050059.047","4104421.163","3903878.045","4115241.716","4138394.39","4350539.942","4026323.002","4372728.284","4261868.99","4429443.504","4198211.527","4282955.338","4223344.011","4493081.729","4208508.871","4596304.805","4399728.979","4855783.713","4378732.71","4585156.63","4420059.373","4564296.824","4424993.105","4707129.416","4552842.192",
"고졸","　경상소득","근로자외가구","원","2164945.601","2158997.001","2208392.726","2218514.894","2253298.719","2377579.171","2395458.7","2350063.703","2424926.165","2456157.227","2450872.527","2408460.07","2414580.836","2450863.397","2511822.307","2524884.024","2540207.493","2549174.657","2563928.252","2605965.909","2650794.616","2678995.224","2744157.294","2698336.2","2769871.677","2747626.11","2807282.891","2731404.035","2695635.367","2694457.071","2783851.208","2936469.224","2886271.345","3089274.181","3115424.374","3118036.388","3082988.454","3147134.378","3308483.669","3445499.429","3365691.852","3352830.268","3426180.479","3357205.853","3381667.696","3384090.573","3357893.824","3372927.67","3398961.465","3400025.338","3551900.159","3555700.698","3584240.551","3680113.628","3731300.116","3740096.703","3694638.104","3757090.223","3752904.027","3650271.872","3638357.847","3692242.889","3852075.462","3851278.675","3850389.075","3880817.795","3924355.972","3788573.114","3809286.621","3899329.22","3926574.78","3973177.708",
"고졸","　　근로소득","전체가구","원","1280894.53","1304609.78","1352448.902","1376128.576","1462533.1","1498195.268","1623756.938","1584794.194","1608380.138","1621940.717","1742350.117","1663439.051","1669010.817","1658125.859","1756251.979","1719164.556","1739757.699","1752570.14","1818115.159","1824898.892","1812279.752","1792334.189","1953117.452","1894096.216","1919097.775","1866858.197","2024883.376","1902117.695","1874417.382","1822008.543","1880048.238","1934102.496","1963480.023","1931860.152","2039585.942","1983077.373","1993369.598","2006187.82","2203153.245","2212090.242","2290385.607","2257300.488","2431008.018","2392005.858","2341838.339","2283914.284","2475900.708","2434618.08","2452721.997","2374857.83","2510191.192","2506386.752","2611892.575","2525493.385","2715704.593","2716689.146","2757686.763","2604730.262","2658888.977","2611567.13","2741220.133","2631229.419","2827495.785","2679215.702","2783498.364","2588207.776","2687769.234","2636329.236","2754280.384","2751510.936","2869673.303","2822149.042",
"고졸","　　근로소득","근로자가구","원","2077275.795","2094286.476","2221531.794","2251979.152","2266776.222","2248818.022","2465946.098","2411344.775","2432335.68","2406212.127","2604776.365","2527630.24","2546057.631","2493541.55","2651947.423","2643519.264","2659377.774","2663616.76","2766213.986","2812825.233","2841771.07","2768129.932","2973853.421","2904348.929","2961021.365","2838006.307","3090846.417","2888551.82","2790058.025","2749929.429","2835787.711","2920839.461","3050386.688","2911211.556","3076388.21","3014665.77","3076825.527","3054083.344","3325760.892","3237849.017","3383520.157","3325260.03","3585344.193","3573112.264","3506232.336","3360905.324","3688158.528","3604673.691","3644717.344","3456853.95","3623838.478","3632641.995","3802973.153","3544871.585","3825999.964","3777005.39","3925363.692","3663191.019","3797001.879","3769431.179","3961621.187","3732545.982","4054863.798","3867069.942","4168015.781","3778601.613","3909384.684","3819500.026","3953221.697","3882889.963","4103535.056","3995990.083",
"고졸","　　근로소득","근로자외가구","원","310769.269","342559.739","355360.248","360731.41","445044.762","477156.228","511571.983","426237.386","493308.046","487900.766","553294.821","484443.731","507442.886","504930.629","526375.543","519135.718","547598.464","515929.268","528049.122","493819.016","515338.851","513158.43","583800.343","549408.992","597213.509","573674.079","595975.504","557941.299","652532.601","609022.778","637958.895","618897.422","617318.308","661827.798","692818.446","683203.525","683115.229","655914.493","708234.002","759338.568","746311.752","712755.425","738312.944","687863.787","702539.065","717204.681","750057.302","729510.939","764454.113","782826.057","865498.772","817428.252","866615.38","936048.394","972419.049","990626.299","996785.986","961284.895","953699.85","897390.517","912351.555","884010.248","967377.635","927738.831","982625.596","1028842.854","1113290.715","1097526.978","1132655.664","1183325.899","1233850.003","1238451.404",
"고졸","　　사업소득","전체가구","원","773135.64","794547.509","801995.832","824502.936","765720.303","755446.002","752732.77","755222.43","762052.245","755981.597","728722.137","745063.949","733992.597","753689.629","757921.677","807368.616","798703.421","787470.156","793525.79","812055.787","815107.41","849098.382","844625.764","834843.443","849817.557","848533.683","835068.762","813488.053","787888.913","802589.164","838279.628","892021.533","908717.282","944205.209","935240.518","955362.824","946094.306","978492.457","999087.271","1026826.063","992883.78","989620.452","990858.863","997242.279","993191.939","1005770.584","948266.874","962302.83","943489.166","941561.113","946572.751","973520.161","941854.445","931043.049","942739.713","919137.513","903225.371","936284.741","949591.391","947643.918","919229.639","950748.3","1019032.444","1056525.495","1087073.341","1060314.638","1083646.894","1018329.057","911064.47","934058.723","949511.616","984275.691",
"고졸","　　사업소득","근로자가구","원","161409.82","175788.183","151758.084","157039.649","130409.259","135436.497","127640.808","132534.719","134175.567","129842.141","119711.952","128312.334","129309.77","136472.957","136304.463","149441.569","145951.743","135302.903","137983.696","123683.904","122031.341","127632.799","140563.471","133885.76","139220.475","142140.908","139727.137","136544.178","146925.064","140407.271","164857.043","150160.753","157166.967","154225.759","158878.427","164465.593","163928.294","174322.332","162645.777","180140.611","191257.282","203221.152","188450.421","194172.095","197218.923","220996.352","192425.929","184442.631","156509.934","166780.546","178881.073","175501.202","166251.36","160211.232","170152.046","159916.249","152502.878","152070.97","140019.062","137603.032","146470.245","171186.913","220748.1","226903.528","267905.121","247672.82","288155.543","245532.281","170045.629","168642.18","176815.985","181561.952",
"고졸","　　사업소득","근로자외가구","원","1518319.757","1548371.749","1548006.007","1598311.105","1569484.191","1598817.598","1578221.758","1628029.374","1611767.704","1661366.072","1568384.41","1586483.391","1534839.449","1605686.222","1611462.207","1661511.968","1644904.979","1672712.1","1685513.594","1739531.777","1688236.387","1794871.4","1789125.194","1767846.471","1751349.215","1789168.696","1767164.044","1735933.816","1643228.809","1668198.745","1713466.893","1880835.266","1839531.578","1968658.187","1943705.933","1951948.892","1891990.125","2014711.664","2112933.671","2225961.51","2125196.83","2126956.753","2167494.272","2155940.327","2113807.463","2147389.481","2024327.667","2095868.591","2058117.48","2081560.839","2080339.879","2170247.91","2078337.065","2132947.082","2155787.112","2155055.217","2035343.157","2153913.718","2162541.293","2146880.689","2077271.392","2187508.599","2228859.637","2279793.164","2152583.766","2124840.602","2108915.561","2023409.163","1913327.432","1994989.447","1973932.313","2067263.766",
"고졸","　　재산소득","전체가구","원","23978.017","23216.875","27189.879","26343.908","11526.96","17958.659","13808.387","14910.831","15698.097","13315.737","14582.406","15519.394","20563.308","15678.824","15523.848","18266.795","15315.902","12762.598","12139.16","12066.546","16864.633","18613.669","15163.425","17287.573","15583.696","15063.072","13594.357","13971.262","15312.691","14379.919","16661.32","9864.862","16983.273","12490.88","10871.787","15175.628","18027.466","17639.648","14103.371","13584.829","14029.891","18936.635","20729.805","22197.077","28869.561","26379.384","24711.705","20079.082","19606.24","18728.045","19388.814","18091.181","17801.198","15850.58","16057.447","14424.316","15086.077","12039.141","9101.179","12440.877","13901.537","10328.567","11952.372","13553.206","17034.354","15742.685","16551.931","14591.074","14330.734","23743.965","17239.893","16129.95",
"고졸","　　재산소득","근로자가구","원","19026.185","19631.559","21595.271","18559.712","6773.956","9936.781","11096.352","9358.251","9535.687","10552.225","12021.246","13414.873","19831.568","14639.224","11564.793","13560.62","10688.187","5946.37","7012.431","7951.588","10647.198","12223.954","11743.199","12651.106","12116.328","10129.259","8008.616","9062.738","16164.232","15433.091","13888.501","9433.074","19513.856","9233.276","7672.712","11448.698","11313.426","7908.856","8991.164","9069.151","8486.925","10237.077","6910.919","11795.341","8020.936","10901.175","12247.539","9812.684","11728.512","15071.302","11670.55","10911.659","10732.555","11605.598","17855.622","14347.655","13340.504","9446.66","7364.211","10556.615","9534.047","5701.51","7019.454","10688.601","13366.036","11565.623","14111.101","10838.843","10488.311","14899.527","11499.76","12874.347",
"고졸","　　재산소득","근로자외가구","원","30010.175","27584.805","33608.507","35368.336","17540.224","28870.466","17389.869","22693.754","24037.784","17311.717","18113.56","18390.542","21532.431","17113.872","20960.014","24376.513","21315.088","22014.843","19115.036","17610.823","24697.283","26989.981","19751.657","23458.898","19982.732","21632.953","21081.961","20659.922","14176.345","13003.203","20264.905","10440.386","13849.081","16715.373","15027.265","19871.821","26146.947","30178.329","20911.036","19980.248","21859.439","31518.442","40993.538","37205.07","58221.427","48895.688","42456.443","35040.174","30763.763","24108.518","30787.55","28857.76","28158.802","22469.482","13234.115","14549.11","17718.466","16064.422","11703.608","15230.461","20446.571","17669.311","19428.377","17777.032","21805.817","21214.456","19697.794","19471.132","19527.793","36003.089","24850.02","20522.274",
"고졸","　　이전소득","전체가구","원","199468.037","157042.917","171441.952","143291.338","156114.116","163052.853","175481.587","172535.42","188812.006","189220.691","201022.959","212125.951","255227.121","207539.261","233578.895","213062.405","223032.325","223869.362","214522.129","234645.291","285756.714","233330.871","248745.067","261984.614","293175.567","259769.31","289915.549","283851.94","296404.592","288117.124","295893.871","299027.288","328264.303","314327.418","331036.794","327069.22","359925.364","340303.237","358686.167","346633.029","375653.496","358276.726","367220.153","362209.483","402588.933","352227.11","383542.091","357498.524","396649.64","364856.35","411646.406","407283.699","468156.187","418657.267","448654.236","413065.117","460465.078","472349.907","453205.609","420657.897","476646.557","416600.999","441970.792","428792.634","531186.805","498916.025","508484.276","476319.377","563688.169","495375.356","535094.056","483533.424",
"고졸","　　이전소득","근로자가구","원","112141.424","88554.938","84300.784","73584.764","104645.579","82419.476","90070.01","100787.223","109746.475","119815.829","121198.364","133684","183090.041","123799.289","146588.923","130798.818","143304.007","139406.142","128735.787","145314.94","177194.494","148927.719","172162.858","190133.121","207930.012","182132.78","190588.985","186236.362","229491.302","199290.23","206431.231","203543.401","257770.753","215819.972","228773.718","219184.018","259199.382","258019.985","277794.88","280553.77","307215.269","273006.397","290732.754","283207.257","328354.942","270854.438","272904.521","251130.037","291465.363","265172.247","300851.601","319339.561","370582.859","309634.596","358720.655","310599.689","338236.428","373502.885","338570.203","305753.205","375456.244","299074.481","313673.451","295066.901","406496.785","340892.651","373505.291","344188.218","430541.186","358561.424","415278.59","362415.815",
"고졸","　　이전소득","근로자외가구","원","305846.422","240480.687","271417.997","224104.046","221229.546","272734.881","288275.096","273103.206","295812.642","289578.661","311079.74","319142.424","350766.055","323132.656","353024.538","319859.802","326388.976","338518.456","331250.515","355004.298","422522.105","343975.405","351480.086","357621.858","401326.26","363150.377","423061.356","416868.988","385697.626","404232.365","412160.483","426296.152","415572.369","442072.824","463872.719","463012.153","481736.186","446329.913","466404.962","440219.12","472323.825","481599.624","479379.718","476196.687","507099.715","470600.747","541052.413","512507.965","545626.091","511529.944","575273.954","539166.769","611129.306","588648.678","589859.827","579866.079","644790.485","625827.189","624959.262","590770.214","628288.333","603054.733","636409.795","625969.629","693373.902","705919.874","682451.88","648165.849","743775.749","685010.796","693942.428","646940.277",
"고졸","　비경상소득","전체가구","원","151696.83","118678.41","111652.325","77655.199","100695.629","63706.845","70776.92","100097.57","113042.091","83649.475","124816.682","103773.117","143538.791","112106.142","87160.372","134235.054","179740.557","106086.309","77696.511","179922.147","148801.589","102229.587","118404.868","172166.803","130690.498","128521.13","121729.175","106804.608","133458.805","95072.686","127409.486","119963.04","191749.203","100436.13","112486.607","106430.626","140933.963","107490.761","101397.25","106038.629","160539.628","172205.144","97174.36","111779.619","121292.711","111126.842","117687.255","127033.986","183827.007","111942.958","104749.059","149703.034","164615.828","145413.805","96137.999","98231.291","177287.104","122740.47","120179.157","96334.905","178267.958","135389.238","97286.217","71874.437","44203.609","47177.939","61251.56","23361.555","19498.238","22676.426","8604.274","25391.166",
"고졸","　비경상소득","근로자가구","원","171610.777","133689.364","85782.203","70774.808","113923.329","65257.877","71293.349","102692.805","114916.45","65841.495","152925.814","119102.952","163327.925","85731.848","84517.8","95287.01","210754.984","122466.455","71878.761","153684.708","137540.238","93021.799","105075.448","181720.542","126195.649","130882.461","120962.054","101486.492","137701.453","129033.815","170948.969","139459.581","150086.597","95484.884","102671.35","77752.757","134608.575","100341.536","76423.422","131148.978","136441.324","147427.038","94137.347","81420.943","119853.448","95565.409","87640.24","114214.527","185968.654","108723.223","105354.601","123835.216","161942.347","132668.006","82130.44","75413.053","174384.184","117860.008","86285.113","79572.89","136357.657","83228.714","94544.413","64742.059","43805.192","30921.393","64591.436","16102.221","18892.643","20380.724","4971.807","17353.958",
"고졸","　비경상소득","근로자외가구","원","127438.32","100390.814","141332.814","85631.821","83960.601","61597.045","70094.93","96459.889","110505.49","109399.44","86061.702","82858.989","117329.901","148512.82","90788.879","184798.735","139534.675","83852.146","85612.648","215273.089","162988.504","114300.126","136286.282","159450.39","136393.094","125376.775","122757.49","114051.404","127797.165","50678.42","70825.103","93976.428","243349.406","106856.954","125236.26","142566.755","148583.437","116702.946","134653.622","70475.587","194578.952","208040.678","101627.773","155582.188","123318.986","133764.214","160464","145715.62","180793.712","116680.424","103854.763","188495.013","168533.252","165287.436","118131.402","135376.541","181664.818","130318.24","170961.25","121150.473","241073.896","218140.982","101441.514","82391.042","44721.839","68473.318","56946.963","32802.861","20317.335","25858.459","13420.109","36234.634",
"고졸","가계지출","전체가구","원","2034357.633","1970084.982","2052331.37","1929977.927","2108623.441","2068856.226","2176740.421","2117783.472","2287960.54","2196541.997","2239063.144","2232070.138","2422620.467","2248884.103","2375600.665","2327396.766","2517961.818","2338914.272","2418853.256","2509855.01","2642633.915","2400560.995","2630626.46","2511218.624","2723941.506","2489725.529","2648608.409","2510527.219","2617230.414","2495890.969","2592329.974","2688405.972","2879536.065","2719312.237","2892348.668","2821140.739","2997558.395","2830691.255","3046666.279","2943402.436","3218343.209","2990719.831","3110743.607","2963873.574","3171773.419","2931550.898","3136817.959","3054975.163","3261919.374","3040688.472","3150858.373","3139973.768","3364937.479","3120618.547","3230521.559","3135386.967","3337507.756","3119715.288","3316806.807","3062622.023","","","","","","","","","","","","",
"고졸","가계지출","근로자가구","원","2013887.104","1998772.721","2003037.494","1918374.559","2146186.675","2071675.632","2181108.361","2122922.98","2307323.179","2214856.71","2275018.642","2295515.178","2490252.969","2270727.024","2418611.949","2332134.757","2568189.693","2353603.536","2422594.845","2520115.142","2677739.153","2415914.682","2682729.121","2613994.926","2831114.288","2543780.818","2713159.107","2565898.588","2696123.612","2564559.092","2671086.836","2754707.455","2964823.759","2697859.817","2892989.077","2826415.832","3097215.223","2882709.165","3084798.662","2991991.629","3323898.977","3121047.468","3225076.944","3073715.783","3313299.561","3055794.894","3278191.141","3200500.654","3398953.556","3192400.103","3279291.053","3278134.269","3612489.21","3186807.742","3344341.311","3230687.807","3463038.903","3206997.373","3397720.509","3144148.35","","","","","","","","","","","","",
"고졸","가계지출","근로자외가구","원","2059294.154","1935135.185","2108885.659","1943430.024","2061100.308","2065021.111","2170972.172","2110579.544","2261756.775","2170059.307","2189490.123","2145513.591","2333047.432","2218732.463","2316542.015","2321245.745","2452848.379","2318975.288","2413762.122","2496031.049","2598408.754","2380433.766","2560730.749","2374419.209","2587971.829","2417745.322","2562079.142","2435074.753","2511950.686","2406127.438","2489976.704","2600033.844","2773905.073","2747131.942","2891516.8","2814493.751","2877040.529","2763663.203","2995887.333","2874587.007","3069243.63","2802232.44","2943087.528","2805389.352","2972524.966","2750811.918","2935550.564","2842902.718","3067832.704","2817462.407","2961182.29","2932785.074","3002202.664","3017414.373","3051812.06","2980249.065","3148202.06","2984194.593","3195577.038","2941925.191","","","","","","","","","","","","",
"고졸","소비지출","전체가구","원","1649556.508","1596397.875","1668142.33","1536775.125","1713142.692","1653525.023","1752486.988","1685479.219","1854593.025","1754806.158","1790216.435","1772835.463","1962455.186","1790830.057","1907788.321","1860482.58","2037326.552","1872538.562","1935193.597","1992797.754","2134099.921","1914401.366","2097968.701","1991809.568","2214677.897","1992188.451","2093837.172","1989781.296","2085056.267","1995015.667","2095163.453","2139515.394","2284417.015","2147702.641","2293618.244","2248534.25","2390726.3","2228564.222","2390037.868","2310431.504","2534247.165","2345723.999","2417646.78","2315039.193","2478108.252","2292308.069","2444358.328","2388860.947","2552434.719","2396359.385","2437251.883","2475510.862","2630293.355","2437117.503","2499781.061","2444528.805","2595971.29","2436550.496","2584043.307","2388193.601","","","","","","","","","","","","",
"고졸","소비지출","근로자가구","원","1601496.586","1605277.953","1606958.552","1501509.721","1713108.303","1628635.745","1727520.044","1667437.707","1843664.93","1757272.325","1787356.953","1800430.212","1983023.356","1774168.161","1917774.294","1837058.962","2052175.064","1867752.888","1917203.687","1973121.997","2133137.799","1902601.577","2115657.707","2046283.902","2270895.625","2005195.215","2120800.29","2008787.331","2127322.818","2035312.642","2145966.695","2169511.983","2329617.72","2106948.855","2282067.121","2242161.353","2459251.843","2258670.138","2404149.068","2341212.883","2605070.321","2443060.621","2509449.84","2383742.918","2570027.752","2378734.596","2547126.974","2481554.717","2633511.616","2495948.133","2532587.728","2554016.098","2800252.204","2457921.972","2569969.808","2485390.803","2664105.51","2475424.083","2623351.796","2405300.35","","","","","","","","","","","","",
"고졸","소비지출","근로자외가구","원","1708101.511","1585579.423","1738337.765","1577659.259","1713186.2","1687380.811","1785458.036","1710767.589","1869382.19","1751240.133","1794158.895","1735188.608","1935214.533","1813829.887","1894076.613","1890891.921","2018077.527","1879034.564","1959672.24","2019307.831","2135311.99","1929869.772","2074238.903","1919302.026","2143354.693","1974868.6","2057693.508","1963882.492","2028653.294","1942339.132","2029139.012","2099533.447","2228434.786","2200552.544","2308622.723","2256564.549","2307856.394","2189771.027","2371246.705","2266836.751","2434208.076","2204950.128","2283028.641","2215911.03","2348698.816","2166582.539","2298050.681","2253779.496","2437602.458","2249826.095","2296454.932","2357782.589","2381254.534","2404678.552","2389577.028","2378010.558","2493222.32","2376192.457","2525148.968","2362867.665","","","","","","","","","","","","",
"고졸","01.식료품 · 비주류음료","전체가구","원","243149.827","235254.971","272721.509","259901.49","244237.902","236650.003","273585.847","264480.751","255156.514","246416.198","295267.45","272130.044","266182.196","249907.171","293269.392","285049.745","274013.464","255847.246","272140.33","304454.261","272052.763","251318.17","298180.215","288875.168","285859.6","271262.26","322209.521","310612.085","280741.03","277264.316","300984.915","303996.731","287378.284","287596.623","337155.51","327252.48","313603.14","312424.569","362238.295","341850.246","337210.234","322042.065","377773.542","338852.419","328274.052","322769.635","365470.587","348644.698","339120.228","327484.418","364268.457","352836.116","352045.992","340558.337","379480.921","339086.903","344586.713","327167.379","362282.479","347090.118","","","","","","","","","","","","",
